,interest 3mo,interest 6mo,interest 1yr,interest 10yr,deflator inflation - 3mo actual,deflator inflation - 6mo actual,deflator inflation - 1yr actual,cpi inflation - 3mo actual,cpi inflation - 6mo actual,cpi inflation - 1yr actual,cpi inflation - 10yr actual,cpi inflation - 1yr forecast,cpi inflation - 3mo forecast,cpi inflation - 6mo forecast,deflator inflation - 1yr forecast,cpi inflation - 10yr forecast,deflator inflation - 3mo forecast,deflator inflation - 6mo forecast
2002-01-01,1.72,1.8499999999999999,2.3200000000000003,5.076666666666667,80.533,1.6415630859399233,1.8526566749034634,178.0666666666667,2.6581804567577194,2.976413328341443,2.493906500585119,2.199877690676466,2.0,2.049987751101656,1.7832025046508493,2.5,1.470121148872483,1.5354598666001085
2002-04-01,1.7133333333333332,1.8566666666666667,2.3433333333333333,5.1000000000000005,80.821,2.0613454423974,1.7879016592222463,179.46666666666667,2.2659732540861732,2.0059435364041756,2.4363269633036033,2.3498900829893365,2.2,2.200000000000002,1.9281252828822204,2.5,1.6927672671313232,1.8647596632570096
2002-07-01,1.6433333333333333,1.6300000000000001,1.8133333333333332,4.260000000000001,81.194,2.04694928196667,1.8695962755868711,180.4333333333333,3.251431738407584,2.216885276186953,2.42760089131151,2.28742435561764,2.1,2.1749724736933818,1.8935978358881833,2.5,1.8034265103697322,1.8034265103696878
2002-10-01,1.3333333333333333,1.3566666666666667,1.53,4.006666666666667,81.654,1.4990080094055447,1.8945795674430999,181.5,1.726354453627188,2.0018365472910915,2.434977710812003,2.1874977060478473,2.2,2.174996941521856,1.925254813137034,2.45,1.9486239191788712,1.8910999658451555
2003-01-01,1.1566666666666665,1.17,1.3,3.92,82.025,1.6750990551661182,2.1883572081682345,183.36666666666667,1.1634248318487028,1.8178512997636842,2.372397429485229,2.1249663312678413,2.1,2.049987751101656,1.8409188492915396,2.5,1.738943752683575,1.669171318162288
2003-04-01,1.04,1.0466666666666666,1.1533333333333333,3.6199999999999997,82.266,2.273114044684288,2.7204434395740718,183.0666666666667,2.25782957028402,2.7858703568827137,2.377849154122824,2.0923370366241922,1.815,1.9349293667288547,1.774753135842011,2.5,1.6866826794768919,1.6893514811849641
2003-07-01,0.93,0.9966666666666667,1.2233333333333334,4.233333333333333,82.712,2.6791759357771117,2.8339297804429675,184.4333333333333,2.4579793963492413,2.674859931321172,2.357290028674708,1.8246895239356187,1.4,1.6746281035736166,1.7226215118913313,2.5,1.4889704249251068,1.6684286742299825
2003-10-01,0.9166666666666666,1.0033333333333332,1.3,4.286666666666666,83.201,3.1321738921407327,3.017992572204675,185.13333333333333,3.2769175369103287,3.3849477853799215,2.3563105569035514,2.1249663312678413,2.1,2.049987751101656,1.7550839964633136,2.5,1.7683465959327904,1.746242263483655
2004-01-01,0.9166666666666666,0.9833333333333334,1.2233333333333334,4.0200000000000005,83.82,2.9491768074445535,3.0672870436650124,186.70000000000002,2.856632744152776,3.035172290662369,2.333998376052815,1.627415051438219,1.5,1.4999999999999902,1.568586957542073,2.5,1.3930479024491405,1.4474931708736705
2004-04-01,1.0766666666666667,1.3333333333333333,1.7766666666666666,4.6000000000000005,84.504,2.8590362586386586,2.9489728296885342,188.16666666666666,3.4366696191320045,2.9229406554472925,2.308568570787184,2.1318423179367274,2.2,2.0999510283917777,1.8331170431975519,2.5,1.6726437166552977,1.721948564810294
